stop_id,name,x,y,demand,priority,is_depot
kbdc711046313,insumos_medicos,23.419194,85.385447,3,4,false
khjm619520065,medicamentos_criticos,23.439407,85.405055,2,5,false
eztk468187811,medicamentos_criticos,26.533042,80.367833,2,5,false
ubwl989345056,insumos_medicos,12.994264,77.7584,3,4,false
qrng205617369,insumos_medicos,13.023298,77.704293,3,4,false
gycd207308146,insumos_medicos,12.989496,77.675999,3,5,false
jqco336937571,insumos_medicos,13.024365,77.706155,3,5,false
jjcl090851660,medicamentos_criticos,13.096047,80.328114,2,5,false
ksec432319879,insumos_medicos,21.25106,72.869292,3,5,false
xoka811702118,medicamentos_criticos,0.04,0.04,2,5,false
nyum131271823,insumos_medicos,19.135838,72.902658,3,4,false
iwoy649851528,insumos_medicos,0.04,0.04,3,4,false
bwgn919229310,insumos_medicos,0.02,0.02,3,4,false
zzsx562940707,medicamentos_criticos,12.350972,76.699264,2,5,false
dsbe906886027,medicamentos_criticos,22.598731,88.424878,2,5,false
ltrp525870768,medicamentos_criticos,22.400237,73.248921,2,5,false
rbzk606295253,medicamentos_criticos,23.439033,85.405347,2,5,false
pkhq469939766,medicamentos_criticos,21.236438,72.844115,2,5,false
jgbc287273591,insumos_medicos,22.775748,75.948497,3,5,false
fkyd365052251,medicamentos_criticos,10.105573,76.406958,2,5,false
wciq107093545,insumos_medicos,22.388096,73.247753,3,5,false
jxsj508533395,medicamentos_criticos,12.3385,76.695808,2,5,false
lubd358643567,medicamentos_criticos,0.06,0.06,2,5,false
ycwb227184501,insumos_medicos,26.990262,75.863013,3,5,false
djrw974238657,insumos_medicos,23.449194,85.415447,3,4,false
opdl820466364,medicamentos_criticos,12.361214,76.661094,2,5,false
wbpn330130607,medicamentos_criticos,12.3685,76.725808,2,5,false
enww399699472,medicamentos_criticos,12.407928,76.687889,2,5,false
rvns240114667,insumos_medicos,23.421489,85.394253,3,5,false
fvko144254933,insumos_medicos,22.808163,75.964212,3,5,false
jexa898688264,insumos_medicos,21.179834,72.808666,3,5,false
cpya420089193,insumos_medicos,26.572581,80.405628,3,5,false
opvd660426426,medicamentos_criticos,12.344747,76.685861,2,5,false
wasv461278289,insumos_medicos,12.363194,76.670583,3,5,false
byhp076235734,insumos_medicos,18.653934,74.005367,3,5,false
rlgt572766152,insumos_medicos,26.993987,75.832891,3,5,false
kifq556800414,medicamentos_criticos,12.337954,76.705169,2,5,false
ppqt362000534,medicamentos_criticos,17.469585,78.432621,2,5,false
czis944259836,medicamentos_criticos,13.048453,77.713685,2,5,false
ibwr067523869,medicamentos_criticos,13.084694,80.30147,2,5,false
zeaw181992534,medicamentos_criticos,26.926156,75.8823,2,5,false
tkua467465647,medicamentos_criticos,25.479659,81.869744,2,5,false
teij116088130,medicamentos_criticos,0.13,0.13,2,5,false
zutg690542042,medicamentos_criticos,17.519585,78.482621,2,5,false
fcib257172141,insumos_medicos,26.986156,75.9423,3,5,false
libi732501950,insumos_medicos,12.986229,77.676791,3,5,false
mfol662804540,insumos_medicos,13.013298,77.694293,3,5,false
odlo529484325,insumos_medicos,11.090375,77.03295,3,5,false
vxvr447893698,insumos_medicos,17.523216,78.592111,3,5,false
hdgi344002220,medicamentos_criticos,0.08,0.08,2,5,false
kiyg810534481,medicamentos_criticos,19.248321,72.904715,2,5,false
taqg748867597,insumos_medicos,17.485894,78.405467,3,5,false
zxtz236128998,insumos_medicos,22.370237,73.218921,3,4,false
vvgj958702360,medicamentos_criticos,27.293303,78.187044,2,5,false
rabu202619192,medicamentos_criticos,26.502419,80.340939,2,5,false
rbiv368919286,insumos_medicos,22.367898,73.227788,3,5,false
kxfb230420855,medicamentos_criticos,27.230832,78.081608,2,5,false
hwmm104541576,insumos_medicos,10.137014,76.418053,3,5,false
vvqg343205052,insumos_medicos,11.133681,77.105525,3,5,false
yyny933118563,insumos_medicos,11.056686,77.001736,3,5,false
bwhs416644198,medicamentos_criticos,21.28276,72.908059,2,5,false
rfxd157515921,medicamentos_criticos,22.773839,75.917429,2,5,false
kezq280741564,insumos_medicos,12.943298,77.624293,3,5,false
dqha770938362,insumos_medicos,0.07,0.07,3,5,false
biau131098726,insumos_medicos,0.06,0.06,3,5,false
zkun393659280,medicamentos_criticos,30.398174,78.119117,2,5,false
lxwa140818117,insumos_medicos,13.048453,77.713685,3,5,false
uyid942578627,medicamentos_criticos,13.138616,80.344151,2,5,false
cyye995820696,medicamentos_criticos,26.989596,75.940512,2,5,false
iqbd216667101,medicamentos_criticos,27.243303,78.137044,2,5,false
fxuz549696901,insumos_medicos,17.448294,78.424423,3,5,false
oxji736034406,insumos_medicos,13.055377,77.776664,3,4,false
rihr033620085,insumos_medicos,13.046286,80.295235,3,4,false
gczg917526696,insumos_medicos,12.453978,76.757961,3,5,false
svpx912240732,insumos_medicos,11.055083,77.045393,3,4,false
efrs776811164,medicamentos_criticos,11.024136,76.993303,2,5,false
ayns342721271,medicamentos_criticos,22.318096,73.177753,2,5,false
lgzn457957462,medicamentos_criticos,17.510851,78.439347,2,5,false
qezt047211927,insumos_medicos,18.623626,73.985101,3,4,false
gzdo509306528,insumos_medicos,0.03,0.03,3,5,false
gbab110045112,insumos_medicos,22.858163,76.014212,3,5,false
ceed295586354,medicamentos_criticos,13.06041,77.720489,2,5,false
tonn051257985,medicamentos_criticos,0.02,0.02,2,5,false
erap841821582,medicamentos_criticos,19.16114,72.843074,2,5,false
lcgk008504983,insumos_medicos,26.896536,75.967333,3,5,false
zhab316861798,insumos_medicos,19.151458,72.887808,3,5,false
qqjl805129936,medicamentos_criticos,26.859596,75.810512,2,5,false
xznm347660092,medicamentos_criticos,21.280798,72.900489,2,5,false
nyfh224947388,medicamentos_criticos,18.603935,73.955367,2,5,false
uvri048682496,insumos_medicos,22.850072,75.982574,3,5,false
wsoh266827723,insumos_medicos,22.821226,75.947522,3,4,false
talu198958493,insumos_medicos,21.199834,72.828666,3,5,false
pcyt916802893,medicamentos_criticos,17.518998,78.560366,2,5,false
hoxq128553542,medicamentos_criticos,18.630016,73.940547,2,5,false
bdlk287272047,insumos_medicos,0.03,0.03,3,5,false
iqem237229463,medicamentos_criticos,12.354569,76.693622,2,5,false
zlcm795242431,insumos_medicos,23.441292,85.397872,3,4,false
evto530786855,medicamentos_criticos,13.136286,80.385235,2,5,false
ckgu502252849,insumos_medicos,26.981411,75.853604,3,4,false
tjxh038296843,medicamentos_criticos,22.642672,88.442885,2,5,false
zpnu794398600,insumos_medicos,11.132298,77.108349,3,5,false
mupr233190762,medicamentos_criticos,21.199669,72.822629,2,5,false
rwkg752700186,medicamentos_criticos,0.06,0.06,2,5,false
pkts252955495,medicamentos_criticos,30.442202,78.147151,2,5,false
pmpr684370621,medicamentos_criticos,23.411489,85.384253,2,5,false
bpyt851249485,medicamentos_criticos,0.04,0.04,2,5,false
fdjp742606171,medicamentos_criticos,0.11,0.11,2,5,false
vakz912181469,medicamentos_criticos,26.826536,75.897333,2,5,false
qzve473103395,insumos_medicos,19.201458,72.937808,3,4,false
sgrh968289641,insumos_medicos,19.984733,75.463942,3,4,false
tbbu562785662,medicamentos_criticos,27.046431,75.866649,2,5,false
vpzi082179640,insumos_medicos,11.138638,77.114311,3,5,false
eein393878639,medicamentos_criticos,19.175838,72.942658,2,5,false
xkxm865630486,medicamentos_criticos,21.203493,72.831953,2,5,false
bvni933228891,medicamentos_criticos,13.039198,77.580997,2,5,false
eiug703797186,medicamentos_criticos,21.203434,72.834492,2,5,false
pajv540287866,medicamentos_criticos,18.623811,73.989315,2,5,false
watp349944722,medicamentos_criticos,21.279669,72.902629,2,5,false
nmla539707523,medicamentos_criticos,13.056047,80.288114,2,5,false
dbyg819334603,medicamentos_criticos,15.536162,73.865364,2,5,false
pwbf401580256,medicamentos_criticos,23.417804,85.385146,2,5,false
vpzj106843126,insumos_medicos,11.090375,77.03295,3,5,false
rpxi920665792,medicamentos_criticos,19.190083,72.977385,2,5,false
vhkj347911892,medicamentos_criticos,18.643935,73.995367,2,5,false
ilfo183800165,insumos_medicos,13.016229,77.706791,3,5,false
blgx713939207,medicamentos_criticos,13.023298,77.704293,2,5,false
vxra135801103,insumos_medicos,12.347928,76.627889,3,5,false
ylyn963444268,insumos_medicos,17.550827,78.503391,3,4,false
njei617905873,medicamentos_criticos,21.200437,72.814209,2,5,false
jttm849299889,medicamentos_criticos,0.07,0.07,2,5,false
dmps249322564,medicamentos_criticos,23.476792,85.376842,2,5,false
gego068198063,insumos_medicos,30.492686,78.19889,3,5,false
gqbu367833799,medicamentos_criticos,17.520371,78.547225,2,5,false
bxmi331655934,insumos_medicos,13.036229,77.726791,3,4,false
zgus506380717,medicamentos_criticos,13.079645,80.272268,2,5,false
cywj467789158,insumos_medicos,11.020762,77.001876,3,5,false
sjkg905066419,insumos_medicos,0.08,0.08,3,5,false
xntp740548398,medicamentos_criticos,18.609299,73.967902,2,5,false
wywl453950288,insumos_medicos,12.366356,76.659103,3,5,false
lmam222460100,insumos_medicos,11.073669,77.046494,3,5,false
ntqf654847526,insumos_medicos,13.072394,80.292439,3,5,false
idya109511672,insumos_medicos,26.972313,75.886896,3,4,false
nfya937262694,insumos_medicos,23.449033,85.415347,3,5,false
ybxm786583586,insumos_medicos,22.598731,88.424878,3,5,false
lmmw269814056,insumos_medicos,30.945204,75.872103,3,5,false
ccvj862813862,insumos_medicos,19.2413,72.896191,3,5,false
gzhs999389838,medicamentos_criticos,27.001927,75.887282,2,5,false
ciiu227813992,medicamentos_criticos,12.402058,76.65665,2,5,false
dmfn307541025,insumos_medicos,0.07,0.07,3,5,false
ajon496915803,medicamentos_criticos,22.681847,75.911991,2,5,false
mpxz628633412,medicamentos_criticos,19.954733,75.433942,2,5,false
xrou628500081,insumos_medicos,17.441028,78.359645,3,5,false
jjpc681328627,medicamentos_criticos,11.073669,77.046494,2,5,false
fnmz024487519,medicamentos_criticos,17.534114,78.457554,2,5,false
tsnh426803977,insumos_medicos,0.07,0.07,3,4,false
jlvk970569104,medicamentos_criticos,21.250096,72.869122,2,5,false
nkob102431367,insumos_medicos,22.780072,75.912574,3,4,false
zzht454845366,insumos_medicos,11.030762,77.011876,3,5,false
penp730595480,medicamentos_criticos,21.206884,72.813616,2,5,false
wrbr570700916,medicamentos_criticos,13.136439,80.270672,2,5,false
wzvs619072447,insumos_medicos,26.956156,75.9123,3,5,false
fvoq332072223,medicamentos_criticos,11.098638,77.074311,2,5,false
qdqs225203666,insumos_medicos,22.805747,75.978497,3,4,false
ztel491150706,insumos_medicos,19.19114,72.873074,3,4,false
ervj934596417,insumos_medicos,13.055377,77.776664,3,4,false
urec609350393,insumos_medicos,22.616461,88.454453,3,5,false
szso398384860,insumos_medicos,11.106117,77.024652,3,5,false
oaew463729559,medicamentos_criticos,0.02,0.02,2,5,false
dhru296264034,insumos_medicos,17.500827,78.453391,3,5,false
jrdt044319812,insumos_medicos,22.777021,75.934167,3,4,false
velf920731059,insumos_medicos,18.623481,73.815901,3,5,false
grsq278292648,insumos_medicos,11.073009,77.04544,3,4,false
rqha328591539,insumos_medicos,27.024142,75.915704,3,5,false
rhpv487359562,insumos_medicos,19.233249,72.976749,3,5,false
tnxr721054246,medicamentos_criticos,19.085831,72.863984,2,5,false
hsbp920939915,insumos_medicos,12.974365,77.656155,3,4,false
mbhl763139783,insumos_medicos,13.016229,77.706791,3,4,false
dqml870257443,medicamentos_criticos,30.499722,78.207079,2,5,false
npqc426335347,insumos_medicos,12.364022,76.648203,3,5,false
kbcb187418479,insumos_medicos,23.264294,77.485361,3,4,false
nvss305715416,medicamentos_criticos,13.024264,77.7884,2,5,false
nfbo612860913,insumos_medicos,27.006431,75.826649,3,4,false
bvje827756058,insumos_medicos,12.436356,76.729103,3,4,false
gtmc763426867,medicamentos_criticos,23.489194,85.455447,2,5,false
kjln790080169,insumos_medicos,11.076686,77.021736,3,5,false
hojh303673874,medicamentos_criticos,21.283493,72.911953,2,5,false
laly052364040,medicamentos_criticos,13.039198,77.580997,2,5,false
seue774035229,insumos_medicos,12.414022,76.698203,3,5,false
hpfx282951824,medicamentos_criticos,12.403225,76.710028,2,5,false
drnq455410643,insumos_medicos,26.846536,75.917333,3,4,false
cpai239579459,medicamentos_criticos,17.50233,78.539654,2,5,false
vjqj497482999,insumos_medicos,13.166438,80.300672,3,4,false
qthn147451965,insumos_medicos,13.043298,77.724293,3,5,false
hllu627872258,insumos_medicos,0.06,0.06,3,4,false
wrjr749227681,insumos_medicos,22.391603,73.245012,3,4,false
jwef100439998,insumos_medicos,11.105083,77.095393,3,4,false
qbnx455660626,insumos_medicos,12.420972,76.769264,3,4,false
kxcm483694128,insumos_medicos,18.586216,73.912527,3,4,false
fjsy457667101,insumos_medicos,19.19114,72.873074,3,5,false
zxza102160001,insumos_medicos,13.139198,77.680997,3,4,false
ikkh818371440,medicamentos_criticos,27.003483,75.893139,2,5,false
nqfm352762141,medicamentos_criticos,12.99041,77.650489,2,5,false
xbxn200447293,insumos_medicos,13.064694,80.28147,3,4,false
kklz242189792,medicamentos_criticos,18.62144,73.874855,2,5,false
dxuq411671723,medicamentos_criticos,22.378096,73.237753,2,5,false
oitk739579230,medicamentos_criticos,22.824648,75.974377,2,5,false
pazq694586181,insumos_medicos,0.11,0.11,3,5,false
zrwp620728072,insumos_medicos,26.981378,75.859034,3,4,false
ecem060800309,medicamentos_criticos,12.447978,76.726792,2,5,false
botn800344578,medicamentos_criticos,23.424422,85.4029,2,5,false
kgap585195507,medicamentos_criticos,30.950184,75.889615,2,5,false
dmfj519519219,insumos_medicos,27.022313,75.936896,3,5,false
ugdy034169362,insumos_medicos,22.594119,88.442504,3,4,false
lqyq813452304,medicamentos_criticos,23.244294,77.465361,2,5,false
okgr359664734,insumos_medicos,26.896156,75.8523,3,5,false
bzoo769001078,insumos_medicos,18.693935,74.045367,3,4,false
kscw878662353,insumos_medicos,21.170522,72.781477,3,4,false
kpjr226562494,insumos_medicos,13.148616,80.354151,3,4,false
igvi130716526,insumos_medicos,0.01,0.01,3,4,false
lyyj446897623,insumos_medicos,11.105083,77.095393,3,5,false
ittj864611306,insumos_medicos,25.567687,81.945585,3,5,false
sdxs740704107,medicamentos_criticos,22.782225,75.924765,2,5,false
sccp018255873,medicamentos_criticos,30.944057,75.86982,2,5,false
hidy261467651,medicamentos_criticos,23.293219,77.493571,2,5,false
yzbx667733486,insumos_medicos,26.961927,75.847282,3,4,false
jkkv014691736,insumos_medicos,13.041615,80.291598,3,5,false
nuyk105990581,insumos_medicos,26.55095,80.378656,3,5,false
jwdp033586938,insumos_medicos,22.548731,88.374878,3,4,false
apll985655975,insumos_medicos,18.676215,73.791081,3,4,false
ybmg115603702,medicamentos_criticos,21.219834,72.848666,2,5,false
wjsm256325267,insumos_medicos,23.377804,85.345146,3,5,false
mirt199087171,medicamentos_criticos,22.561084,88.364127,2,5,false
wigz116241077,insumos_medicos,11.111278,77.085017,3,5,false
yrxv783282166,insumos_medicos,12.983284,77.665428,3,4,false
sbaj018996229,insumos_medicos,12.467978,76.746792,3,5,false
fump208124017,insumos_medicos,22.792634,75.956959,3,5,false
zzdt398224350,medicamentos_criticos,13.021615,80.271598,2,5,false
griq568538346,insumos_medicos,13.104694,80.32147,3,4,false
ulic859633079,medicamentos_criticos,0.08,0.08,2,5,false
hikf286518789,medicamentos_criticos,23.411058,85.385731,2,5,false
tbln574225506,insumos_medicos,0.05,0.05,3,4,false
sgep605324393,insumos_medicos,17.525894,78.445467,3,5,false
nymu234606643,medicamentos_criticos,23.439407,85.405055,2,5,false
qnht214154545,insumos_medicos,12.974179,77.655797,3,5,false
itfi259801851,medicamentos_criticos,11.04185,77.051082,2,5,false
kbln393702128,insumos_medicos,22.831857,75.946699,3,5,false
kjni870891929,insumos_medicos,13.061615,80.311598,3,5,false
guht709314264,medicamentos_criticos,12.344569,76.683622,2,5,false
gwsn039100496,insumos_medicos,27.001191,75.912083,3,5,false
hvcw149352257,insumos_medicos,0.11,0.11,3,4,false
nsor575698541,medicamentos_criticos,11.043008,77.01544,2,5,false
uzno711040707,medicamentos_criticos,22.331358,73.184798,2,5,false
hnhg555883986,insumos_medicos,22.341603,73.195012,3,5,false
larg251421075,insumos_medicos,21.233343,72.852731,3,4,false
hamx365036358,insumos_medicos,13.095479,80.28311,3,4,false
fyhn937992389,medicamentos_criticos,12.984365,77.666155,2,5,false
amwt677706239,insumos_medicos,30.339528,78.060267,3,5,false
kljo727155219,insumos_medicos,0.03,0.03,3,4,false
crwj681968834,insumos_medicos,11.01185,77.021082,3,4,false
dwpz461110458,medicamentos_criticos,23.414878,85.375739,2,5,false
iegb214834761,insumos_medicos,13.02041,77.680489,3,4,false
ocwa633756358,medicamentos_criticos,22.437898,73.297788,2,5,false
vkzz832219130,insumos_medicos,23.397804,85.365146,3,4,false
ohzf165095441,insumos_medicos,0.03,0.03,3,4,false
mjny778475225,medicamentos_criticos,25.470317,81.851681,2,5,false
fakz515425358,medicamentos_criticos,19.124237,72.955553,2,5,false
egyg586560007,medicamentos_criticos,21.295047,72.91859,2,5,false
dyyv405381763,insumos_medicos,11.033008,77.00544,3,4,false
ypoi593771415,insumos_medicos,12.354569,76.693622,3,4,false
gvoc220746028,insumos_medicos,22.835748,76.008497,3,5,false
owjw109017720,insumos_medicos,12.364022,76.648203,3,5,false
rkkn946013798,medicamentos_criticos,17.501028,78.419645,2,5,false
sedz438633697,medicamentos_criticos,26.935287,75.824592,2,5,false
yzco846093054,insumos_medicos,10.99185,77.001082,3,5,false
rbfe187517457,medicamentos_criticos,27.046431,75.866649,2,5,false
eyhx467155501,insumos_medicos,10.030683,76.320631,3,5,false
wpvn370540505,insumos_medicos,22.381844,73.235081,3,4,false
tifw976395462,insumos_medicos,0.08,0.08,3,5,false
icti836263169,insumos_medicos,23.365164,85.334097,3,4,false
kddb655628516,insumos_medicos,22.619358,88.483452,3,5,false
npch760309383,insumos_medicos,22.863838,76.007429,3,4,false
edco522391392,insumos_medicos,23.421058,85.395731,3,5,false
rpge560994264,insumos_medicos,18.530016,73.840547,3,4,false
cfhn315113890,medicamentos_criticos,13.102793,80.379982,2,5,false
hojv987068372,medicamentos_criticos,12.985377,77.706664,2,5,false
zvkx405674622,insumos_medicos,17.521668,78.498321,3,5,false
fwvo451250409,insumos_medicos,0.08,0.08,3,5,false
awyc243905733,insumos_medicos,13.05978,80.238812,3,4,false
nhdk983966912,insumos_medicos,26.932908,75.822934,3,4,false
kgbi202766353,insumos_medicos,22.765049,75.912471,3,4,false
itdi360890843,medicamentos_criticos,13.064179,77.745797,2,5,false
ziyc225083622,medicamentos_criticos,11.086298,77.042076,2,5,false
cmqf429277404,insumos_medicos,12.347954,76.715169,3,4,false
twuy336541938,medicamentos_criticos,13.084694,80.30147,2,5,false
vwml283310596,medicamentos_criticos,17.449585,78.412621,2,5,false
jlwh564514757,insumos_medicos,26.99294,75.883007,3,4,false
fdng780283298,insumos_medicos,19.165831,72.943984,3,4,false
fokf045562405,medicamentos_criticos,0.03,0.03,2,5,false
pgae607790008,insumos_medicos,13.136439,80.270672,3,4,false
gggb753628772,insumos_medicos,19.238321,72.894715,3,5,false
yskx271672040,insumos_medicos,21.167729,72.778726,3,5,false
agux910512982,insumos_medicos,13.096286,80.345235,3,4,false
goym112724831,medicamentos_criticos,19.173249,72.916749,2,5,false
gvjx942268592,insumos_medicos,12.998453,77.663685,3,4,false
oosb954281783,medicamentos_criticos,22.378096,73.237753,2,5,false
msst937092386,medicamentos_criticos,0.05,0.05,2,5,false
rleh153953902,insumos_medicos,11.101278,77.075017,3,5,false
qith021312304,medicamentos_criticos,21.196608,72.804136,2,5,false
yxel261089528,medicamentos_criticos,30.943244,75.871817,2,5,false
lezb158488142,medicamentos_criticos,30.392202,78.097151,2,5,false
ters101342796,medicamentos_criticos,12.353225,76.660028,2,5,false
tpma104105121,medicamentos_criticos,11.151278,77.125017,2,5,false
tiku670163066,insumos_medicos,30.469722,78.177079,3,4,false
xqes087347664,medicamentos_criticos,18.56144,73.814855,2,5,false
bjdg509711656,insumos_medicos,15.604419,73.815736,3,4,false
clet305799189,medicamentos_criticos,12.995662,77.67413,2,5,false
urnq808828173,insumos_medicos,22.330526,73.190937,3,5,false
kxdc810247309,insumos_medicos,23.426792,85.326842,3,5,false
ydsr554309330,insumos_medicos,12.377978,76.656792,3,5,false
wmds295023114,insumos_medicos,12.373194,76.680583,3,5,false
qfnw066693562,insumos_medicos,13.13978,80.318812,3,5,false
dxgf368981190,insumos_medicos,21.243493,72.871953,3,5,false
saaz395276267,insumos_medicos,11.092298,77.068349,3,5,false
eciz076285667,insumos_medicos,26.494986,80.362796,3,4,false
ckgk578696273,insumos_medicos,18.726215,73.841081,3,4,false
jvxn936557952,insumos_medicos,0.09,0.09,3,4,false
qadk676361128,medicamentos_criticos,0.05,0.05,2,5,false
rbxp135564227,insumos_medicos,21.236438,72.844115,3,5,false
znzw919146964,medicamentos_criticos,17.42233,78.459654,2,5,false
dzcs575936167,medicamentos_criticos,13.031615,80.281598,2,5,false
aazb527937675,insumos_medicos,11.09185,77.101082,3,5,false
evzc748467090,insumos_medicos,21.223343,72.842731,3,4,false
jpzg430807944,medicamentos_criticos,31.003988,75.972739,2,5,false
tnkl744303420,insumos_medicos,21.250798,72.870489,3,5,false
lifh604608424,insumos_medicos,18.626562,73.986485,3,5,false
dgry532903313,insumos_medicos,0.11,0.11,3,5,false
hprk377013710,insumos_medicos,22.780072,75.912574,3,4,false
pgzl777716873,medicamentos_criticos,30.893988,75.862739,2,5,false
uqac946966795,insumos_medicos,22.792634,75.956959,3,5,false
srts927270263,medicamentos_criticos,21.230096,72.849122,2,5,false
heke604150121,insumos_medicos,22.883659,76.033365,3,4,false
obhg842862910,medicamentos_criticos,26.911191,75.822083,2,5,false
ifzh038597668,insumos_medicos,17.481028,78.399645,3,4,false
nvkv892242670,insumos_medicos,26.925287,75.814592,3,4,false
rmgo277916637,medicamentos_criticos,23.483783,85.456967,2,5,false
rjuk855079528,medicamentos_criticos,23.454878,85.415739,2,5,false
gxan859732316,medicamentos_criticos,22.567186,88.37068,2,5,false
ugxo576067618,insumos_medicos,19.25663,72.959976,3,4,false
bnnr851834947,insumos_medicos,27.096431,75.916649,3,5,false
tgte845838682,insumos_medicos,19.007584,72.912585,3,5,false
exyc683633861,insumos_medicos,21.22276,72.848059,3,4,false
extd941092460,insumos_medicos,18.58408,73.94852,3,5,false
zqcy759656108,insumos_medicos,12.361214,76.661094,3,4,false
dxtj319166247,medicamentos_criticos,26.953987,75.792891,2,5,false
kitt337907719,medicamentos_criticos,13.111615,80.361598,2,5,false
dvkw198193286,insumos_medicos,22.815748,75.988497,3,4,false
pign307670486,medicamentos_criticos,12.356356,76.649103,2,5,false
pdpv628261886,insumos_medicos,27.012908,75.902934,3,5,false
hqju352058882,insumos_medicos,27.022313,75.936896,3,5,false
rvxp980815851,insumos_medicos,18.58144,73.834855,3,5,false
wzmv373637225,insumos_medicos,23.397804,85.365146,3,4,false
huhy242117286,medicamentos_criticos,19.115831,72.893984,2,5,false
gwnt537190370,medicamentos_criticos,11.028638,77.004311,2,5,false
spqt033970808,medicamentos_criticos,0.04,0.04,2,5,false
qsyq438659561,insumos_medicos,26.942328,75.834257,3,4,false
bxmp908266441,insumos_medicos,13.121809,80.249104,3,4,false
qkwq310213954,insumos_medicos,12.983298,77.664293,3,4,false
mtcr221173183,medicamentos_criticos,18.569299,73.927902,2,5,false
ncnc584203263,insumos_medicos,22.781234,75.91949,3,5,false
aeuz262262868,medicamentos_criticos,17.538998,78.580366,2,5,false
kqub936334770,insumos_medicos,26.915287,75.804592,3,5,false
izkt125502221,medicamentos_criticos,0.06,0.06,2,5,false
ijbv680529287,insumos_medicos,12.406967,76.693067,3,5,false
fryg770479707,insumos_medicos,23.244992,77.477227,3,4,false
fitr462640911,insumos_medicos,19.301315,72.942381,3,5,false
nbtb320230472,insumos_medicos,13.138616,80.344151,3,4,false
ohze761414069,insumos_medicos,22.771593,75.896362,3,5,false
uvyy370020833,insumos_medicos,26.579003,80.426344,3,4,false
joho495798943,medicamentos_criticos,12.347928,76.627889,2,5,false
hxsv146301375,medicamentos_criticos,11.044839,77.027003,2,5,false
vcrk401368337,medicamentos_criticos,21.316438,72.924115,2,5,false
mhkw290830083,medicamentos_criticos,21.215975,72.835503,2,5,false
rxjl381247495,medicamentos_criticos,18.589299,73.947902,2,5,false
cejy226046554,insumos_medicos,13.046047,80.278114,3,5,false
czrj276469828,medicamentos_criticos,22.841234,75.97949,2,5,false
dxpp270325088,medicamentos_criticos,21.296884,72.903616,2,5,false
infm664974136,insumos_medicos,22.745835,75.907648,3,5,false
hpnm290643169,insumos_medicos,27.023483,75.913139,3,4,false
hnqv058755510,insumos_medicos,0.11,0.11,3,5,false
gsxp713225103,insumos_medicos,22.842225,75.984765,3,5,false
fpeb630346665,insumos_medicos,12.391214,76.691094,3,5,false
qwtz585923442,insumos_medicos,12.436356,76.729103,3,4,false
nysz428512850,insumos_medicos,17.453809,78.406744,3,4,false
cqgf277187595,insumos_medicos,23.464989,85.425486,3,5,false
awdg688478059,insumos_medicos,13.025377,77.746664,3,4,false
qupd691357930,insumos_medicos,22.338096,73.197753,3,4,false
xymd067773155,insumos_medicos,30.963988,75.932739,3,5,false
